,Symbol,Name,Buy,Analyst,Analyst_Numeric,Analyst_String
421,IDA,IDACORP Inc. Common Stock,0,Hold,,
422,IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),0,Hold,,
423,INST,Instructure Holdings Inc. Common Stock,0,Hold,,
424,INVX,Innovex International Inc. Common Stock,0,Hold,,
425,IPG,Interpublic Group of Companies Inc. (The) Common Stock,0,Hold,,
426,ITW,Illinois Tool Works Inc. Common Stock,0,Hold,,
427,IVZ,Invesco Ltd Common Stock,0,Hold,,
428,IX,Orix Corp Ads Common Stock,0,Hold,,
429,JBGS,JBG SMITH Properties Common Shares ,0,Hold,,
430,JELD,JELD-WEN Holding Inc. Common Stock,0,Hold,,
431,JHG,Janus Henderson Group plc Ordinary Shares,0,Hold,,
432,JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),0,Hold,,
433,JWN,Nordstrom Inc. Common Stock,0,Hold,,
434,KBH,KB Home Common Stock,0,Hold,,
435,KIND,Nextdoor Holdings Inc. Class A Common Stock,0,Hold,,
436,KLG,WK Kellogg Co Common Stock,0,Hold,,
437,KMT,Kennametal Inc. Common Stock,0,Hold,,
438,KN,Knowles Corporation Common Stock,0,Hold,,
439,KRO,Kronos Worldwide Inc Common Stock,0,Hold,,
440,KSS,Kohl's Corporation Common Stock,0,Hold,,
441,KW,Kennedy-Wilson Holdings Inc. Common Stock,0,Hold,,
442,LANV,Lanvin Group Holdings Limited Ordinary Shares,0,Hold,,
443,LAW,CS Disco Inc. Common Stock,0,Hold,,
444,LDI,loanDepot Inc. Class A Common Stock,0,Hold,,
445,LEG,Leggett & Platt Incorporated Common Stock,0,Hold,,
446,LEV,The Lion Electric Company Common Shares,0,Hold,,
447,LLAP,Terran Orbital Corporation Common Stock,0,Hold,,
448,LMND,Lemonade Inc. Common Stock,0,Hold,,
449,LNC,Lincoln National Corporation Common Stock,0,Hold,,
450,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,0,Hold,,
451,LTC,LTC Properties Inc. Common Stock,0,Hold,,
452,LUMN,Lumen Technologies Inc. Common Stock,0,Hold,,
453,LZB,La-Z-Boy Incorporated Common Stock,0,Hold,,
454,MAC,Macerich Company (The) Common Stock,0,Hold,,
455,MC,Moelis & Company Class A Common Stock,0,Hold,,
456,MCR,MFS Charter Income Trust Common Stock,0,Hold,,
457,MEI,Methode Electronics Inc. Common Stock,0,Hold,,
458,MKFG,Markforged Holding Corporation Common Stock,0,Hold,,
459,MLI,Mueller Industries Inc. Common Stock,0,Hold,,
460,MMS,Maximus Inc. Common Stock,0,Hold,,
461,MPLN,MultiPlan Corporation Class A Common Stock,0,Hold,,
462,MPW,Medical Properties Trust Inc. common stock,0,Hold,,
463,MPX,Marine Products Corporation Common Stock,0,Hold,,
464,MTD,Mettler-Toledo International Inc. Common Stock,0,Hold,,
465,MTUS,Metallus Inc. Common Shares,0,Hold,,
466,MTW,Manitowoc Company Inc. (The) Common Stock,0,Hold,,
467,MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,0,Hold,,
468,NBR,Nabors Industries Ltd.,0,Hold,,
469,NEP,NextEra Energy Partners LP Common Units representing limited partner interests,0,Hold,,
470,NEUE,NeueHealth Inc. Common Stock,0,Hold,,
471,NEXA,Nexa Resources S.A. Common Shares,0,Hold,,
472,NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,0,Hold,,
473,NINE,Nine Energy Service Inc. Common Stock,0,Hold,,
474,NMR,Nomura Holdings Inc ADR American Depositary Shares,0,Hold,,
475,NNI,Nelnet Inc. Common Stock,0,Hold,,
476,NREF,NexPoint Real Estate Finance Inc. Common Stock,0,Hold,,
477,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,0,Hold,,
478,NUS,Nu Skin Enterprises Inc. Common Stock,0,Hold,,
479,NVRO,Nevro Corp. Common Stock,0,Hold,,
480,NVS,Novartis AG Common Stock,0,Hold,,
481,NYC,American Strategic Investment Co. Class A Common Stock,0,Hold,,
482,ONL,Orion Office REIT Inc. Common Stock,0,Hold,,
483,ONTF,ON24 Inc. Common Stock,0,Hold,,
484,OXM,Oxford Industries Inc. Common Stock,0,Hold,,
485,PBF,PBF Energy Inc. Class A Common Stock,0,Hold,,
486,PBI,Pitney Bowes Inc. Common Stock,0,Hold,,
487,PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,0,Hold,,
488,PERF,Perfect Corp. Class A Ordinary Share,0,Hold,,
489,PGRE,Paramount Group Inc. Common Stock,0,Hold,,
490,PJT,PJT Partners Inc. Class A Common Stock,0,Hold,,
491,PKST,Peakstone Realty Trust Common Shares,0,Hold,,
492,PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),0,Hold,,
493,PLTR,Palantir Technologies Inc. Class A Common Stock,0,Hold,,
494,PRU,Prudential Financial Inc. Common Stock,0,Hold,,
495,PSFE,Paysafe Limited Common Shares,0,Hold,,
496,QS,QuantumScape Corporation Class A Common Stock,0,Hold,,
497,RES,RPC Inc. Common Stock,0,Hold,,
498,RHI,Robert Half Inc. Common Stock,0,Hold,,
499,RKT,Rocket Companies Inc. Class A Common Stock,0,Hold,,
500,RMAX,RE/MAX Holdings Inc. Class A Common Stock,0,Hold,,
501,RNGR,Ranger Energy Services Inc. Class A Common Stock,0,Hold,,
502,RSF,RiverNorth Capital and Income Fund Common Stock,0,Hold,,
503,RXO,RXO Inc. Common Stock,0,Hold,,
504,RYI,Ryerson Holding Corporation Common Stock,0,Hold,,
505,SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,0,Hold,,
506,SBSW,D/B/A Sibanye-Stillwater Limited ADS,0,Hold,,
507,SES,SES AI Corporation Class A Common Stock,0,Hold,,
508,SFBS,ServisFirst Bancshares Inc. Common Stock,0,Hold,,
509,SID,Companhia Siderurgica Nacional S.A. Common Stock,0,Hold,,
510,SLVM,Sylvamo Corporation Common Stock,0,Hold,,
511,SMRT,SmartRent Inc. Class A Common Stock,0,Hold,,
512,SOLV,Solventum Corporation Common Stock,0,Hold,,
513,SPCE,Virgin Galactic Holdings Inc. Common Stock,0,Hold,,
514,SPH,Suburban Propane Partners L.P. Common Stock,0,Hold,,
515,SPNT,SiriusPoint Ltd. Common Shares,0,Hold,,
516,SWI,SolarWinds Corporation Common Stock,0,Hold,,
517,TAP,Molson Coors Beverage Company Class B Common Stock,0,Hold,,
518,TEF,Telefonica SA Common Stock,0,Hold,,
519,TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,0,Hold,,
520,TLYS,Tilly's Inc. Common Stock,0,Hold,,
521,TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,0,Hold,,
522,TSE,Trinseo PLC Ordinary Shares ,0,Hold,,
523,UA,Under Armour Inc. Class C Common Stock,0,Hold,,
524,UHAL,U-Haul Holding Company Common Stock,0,Hold,,
525,UI,Ubiquiti Inc. Common Stock,0,Hold,,
526,UIS,Unisys Corporation New Common Stock,0,Hold,,
527,UNF,Unifirst Corporation Common Stock,0,Hold,,
528,UNFI,United Natural Foods Inc. Common Stock,0,Hold,,
529,USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,0,Hold,,
530,UWMC,UWM Holdings Corporation Class A Common Stock,0,Hold,,
531,VNO,Vornado Realty Trust Common Stock,0,Hold,,
532,VPG,Vishay Precision Group Inc. Common Stock,0,Hold,,
533,VRTS,Virtus Investment Partners Inc. Common Stock,0,Hold,,
534,VSCO,Victorias Secret & Co. Common Stock ,0,Hold,,
535,WIT,Wipro Limited Common Stock,0,Hold,,
536,WNC,Wabash National Corporation Common Stock,0,Hold,,
537,WOW,WideOpenWest Inc. Common Stock,0,Hold,,
538,WPC,W. P. Carey Inc. REIT,0,Hold,,
539,WTM,White Mountains Insurance Group Ltd. Common Stock,0,Hold,,
540,WTS,Watts Water Technologies Inc. Class A Common Stock,0,Hold,,
541,WU,Western Union Company (The) Common Stock,0,Hold,,
542,YSG,Yatsen Holding Limited American Depositary Shares each representing twenty (20) Class A Ordinary Shares,0,Hold,,
543,ALX,Alexander's Inc. Common Stock,,,0.0,Strong Sell
544,BBAR,Banco BBVA Argentina S.A. ADS,,,0.0,Strong Sell
545,BKE,Buckle Inc. (The) Common Stock,,,0.0,Strong Sell
546,GME,GameStop Corporation Common Stock,,,0.0,Strong Sell
547,HMY,Harmony Gold Mining Company Limited,,,0.0,Strong Sell
548,MATV,Mativ Holdings Inc. Common Stock,,,0.0,Strong Sell
549,MMI,Marcus & Millichap Inc. Common Stock,,,0.0,Strong Sell
550,NL,NL Industries Inc. Common Stock,,,0.0,Strong Sell
551,TEO,Telecom Argentina SA,,,0.0,Strong Sell
552,TGS,Transportadora de Gas del Sur SA TGS Common Stock,,,0.0,Strong Sell
553,TPL,Texas Pacific Land Corporation Common Stock,,,0.0,Strong Sell
554,VHI,Valhi Inc. Common Stock,,,0.0,Strong Sell
555,WLY,John Wiley & Sons Inc. Common Stock,,,0.0,Strong Sell
556,AAPL,Apple Inc. Common Stock,1,Strong Buy,,
557,MSFT,Microsoft Corporation Common Stock,1,Strong Buy,,
558,GOOG,Alphabet Inc. Class C Capital Stock,1,Strong Buy,,
559,GOOGL,Alphabet Inc. Class A Common Stock,1,Strong Buy,,
560,AMZN,Amazon.com Inc. Common Stock,1,Strong Buy,,
561,META,Meta Platforms Inc. Class A Common Stock,1,Strong Buy,,
562,TSLA,Tesla Inc. Common Stock,1,Buy,,
563,NVDA,NVIDIA Corporation Common Stock,1,Strong Buy,,
564,V,Visa Inc.,1,Strong Buy,,
565,JPM,JP Morgan Chase & Co. Common Stock,1,Strong Buy,,
566,JNJ,Johnson & Johnson Common Stock,1,Buy,,
567,WMT,Walmart Inc. Common Stock,1,Strong Buy,,
568,UNH,UnitedHealth Group Incorporated Common Stock (DE),1,Strong Buy,,
569,PG,Procter & Gamble Company (The) Common Stock,1,Strong Buy,,
570,HD,Home Depot Inc. (The) Common Stock,1,Strong Buy,,
571,BAC,Bank of America Corporation Common Stock,1,Strong Buy,,
572,MA,Mastercard Incorporated Common Stock,1,Strong Buy,,
573,DIS,Walt Disney Company (The) Common Stock,1,Strong Buy,,
574,PYPL,PayPal Holdings Inc. Common Stock,1,Buy,,
575,ADBE,Adobe Inc. Common Stock,1,Strong Buy,,
576,CMCSA,Comcast Corporation Class A Common Stock,1,Strong Buy,,
577,NFLX,Netflix Inc. Common Stock,1,Strong Buy,,
578,PFE,Pfizer Inc. Common Stock,1,Buy,,
579,CRM,Salesforce Inc. Common Stock,1,Strong Buy,,
580,NKE,Nike Inc. Common Stock,1,Buy,,
581,CSCO,Cisco Systems Inc. Common Stock (DE),1,Buy,,
582,KO,Coca-Cola Company (The) Common Stock,1,Strong Buy,,
583,ORCL,Oracle Corporation Common Stock,1,Strong Buy,,
584,XOM,Exxon Mobil Corporation Common Stock,1,Strong Buy,,
585,DHR,Danaher Corporation Common Stock,1,Strong Buy,,
586,ACN,Accenture plc Class A Ordinary Shares (Ireland),1,Strong Buy,,
587,ABT,Abbott Laboratories Common Stock,1,Strong Buy,,
588,LLY,Eli Lilly and Company Common Stock,1,Strong Buy,,
589,TMO,Thermo Fisher Scientific Inc Common Stock,1,Strong Buy,,
590,PEP,PepsiCo Inc. Common Stock,1,Buy,,
591,AVGO,Broadcom Inc. Common Stock,1,Strong Buy,,
592,COST,Costco Wholesale Corporation Common Stock,1,Strong Buy,,
593,T,AT&T Inc.,1,Buy,,
594,WFC,Wells Fargo & Company Common Stock,1,Strong Buy,,
595,ABBV,AbbVie Inc. Common Stock,1,Strong Buy,,
596,CVX,Chevron Corporation Common Stock,1,Strong Buy,,
597,MS,Morgan Stanley Common Stock,1,Buy,,
598,MRK,Merck & Company Inc. Common Stock (new),1,Strong Buy,,
599,TXN,Texas Instruments Incorporated Common Stock,1,Buy,,
600,MCD,McDonald's Corporation Common Stock,1,Strong Buy,,
601,MDT,Medtronic plc. Ordinary Shares,1,Buy,,
602,MRNA,Moderna Inc. Common Stock,1,Buy,,
603,UPS,United Parcel Service Inc. Common Stock,1,Buy,,
604,NEE,NextEra Energy Inc. Common Stock,1,Buy,,
605,PM,Philip Morris International Inc Common Stock,1,Strong Buy,,
606,TMUS,T-Mobile US Inc. Common Stock,1,Strong Buy,,
607,INTU,Intuit Inc. Common Stock,1,Strong Buy,,
608,QCOM,QUALCOMM Incorporated Common Stock,1,Strong Buy,,
609,HON,Honeywell International Inc. Common Stock,1,Strong Buy,,
610,C,Citigroup Inc. Common Stock,1,Strong Buy,,
611,LOW,Lowe's Companies Inc. Common Stock,1,Strong Buy,,
612,CHTR,Charter Communications Inc. Class A Common Stock New,1,Buy,,
613,BLK,BlackRock Inc. Common Stock,1,Strong Buy,,
614,BMY,Bristol-Myers Squibb Company Common Stock,1,Buy,,
615,GS,Goldman Sachs Group Inc. (The) Common Stock,1,Strong Buy,,
616,AMT,American Tower Corporation (REIT) Common Stock,1,Strong Buy,,
617,SBUX,Starbucks Corporation Common Stock,1,Strong Buy,,
618,SCHW,Charles Schwab Corporation (The) Common Stock,1,Buy,,
619,UNP,Union Pacific Corporation Common Stock,1,Strong Buy,,
620,NOW,ServiceNow Inc. Common Stock,1,Strong Buy,,
621,AXP,American Express Company Common Stock,1,Buy,,
622,AMD,Advanced Micro Devices Inc. Common Stock,1,Strong Buy,,
623,RTX,RTX Corporation Common Stock,1,Buy,,
624,AMAT,Applied Materials Inc. Common Stock,1,Strong Buy,,
625,BA,Boeing Company (The) Common Stock,1,Strong Buy,,
626,ISRG,Intuitive Surgical Inc. Common Stock,1,Strong Buy,,
627,AMGN,Amgen Inc. Common Stock,1,Buy,,
628,IBM,International Business Machines Corporation Common Stock,1,Buy,,
629,TGT,Target Corporation Common Stock,1,Strong Buy,,
630,EL,Estee Lauder Companies Inc. (The) Common Stock,1,Buy,,
631,CVS,CVS Health Corporation Common Stock,1,Strong Buy,,
632,CAT,Caterpillar Inc. Common Stock,1,Buy,,
633,GE,GE Aerospace Common Stock,1,Strong Buy,,
634,DE,Deere & Company Common Stock,1,Strong Buy,,
635,SPGI,S&P Global Inc. Common Stock,1,Strong Buy,,
636,MMM,3M Company Common Stock,1,Buy,,
637,SQ,Block Inc. Class A Common Stock,1,Strong Buy,,
638,SYK,Stryker Corporation Common Stock,1,Strong Buy,,
639,TEAM,Atlassian Corporation Class A Common Stock,1,Strong Buy,,
640,PLD,Prologis Inc. Common Stock,1,Strong Buy,,
641,BKNG,Booking Holdings Inc. Common Stock,1,Strong Buy,,
642,ZTS,Zoetis Inc. Class A Common Stock,1,Strong Buy,,
643,LMT,Lockheed Martin Corporation Common Stock,1,Buy,,
644,BX,Blackstone Inc. Common Stock,1,Buy,,
645,SNOW,Snowflake Inc. Class A Common Stock,1,Strong Buy,,
646,MO,Altria Group Inc.,1,Buy,,
647,GILD,Gilead Sciences Inc. Common Stock,1,Buy,,
648,LRCX,Lam Research Corporation Common Stock,1,Strong Buy,,
649,USB,U.S. Bancorp Common Stock,1,Buy,,
650,ADP,Automatic Data Processing Inc. Common Stock,1,Buy,,
651,MDLZ,Mondelez International Inc. Class A Common Stock,1,Strong Buy,,
652,TJX,TJX Companies Inc. (The) Common Stock,1,Strong Buy,,
653,MU,Micron Technology Inc. Common Stock,1,Strong Buy,,
654,CCI,Crown Castle Inc. Common Stock,1,Buy,,
655,HCA,HCA Healthcare Inc. Common Stock,1,Strong Buy,,
656,PNC,PNC Financial Services Group Inc. (The) Common Stock,1,Strong Buy,,
657,MMC,Marsh & McLennan Companies Inc. Common Stock,1,Buy,,
658,CB,Chubb Limited  Common Stock,1,Buy,,
659,ZM,Zoom Video Communications Inc. Class A Common Stock,1,Buy,,
660,COP,ConocoPhillips Common Stock,1,Strong Buy,,
661,SHW,Sherwin-Williams Company (The) Common Stock,1,Strong Buy,,
662,DUK,Duke Energy Corporation (Holding Company) Common Stock,1,Strong Buy,,
663,FIS,Fidelity National Information Services Inc. Common Stock,1,Buy,,
664,EQIX,Equinix Inc. Common Stock REIT,1,Strong Buy,,
665,EW,Edwards Lifesciences Corporation Common Stock,1,Buy,,
666,GM,General Motors Company Common Stock,1,Buy,,
667,BDX,Becton Dickinson and Company Common Stock,1,Strong Buy,,
668,TFC,Truist Financial Corporation Common Stock,1,Buy,,
669,DELL,Dell Technologies Inc. Class C Common Stock ,1,Strong Buy,,
670,UBER,Uber Technologies Inc. Common Stock,1,Strong Buy,,
671,COF,Capital One Financial Corporation Common Stock,1,Buy,,
672,MCO,Moody's Corporation Common Stock,1,Buy,,
673,CI,The Cigna Group Common Stock,1,Strong Buy,,
674,SO,Southern Company (The) Common Stock,1,Buy,,
675,CSX,CSX Corporation Common Stock,1,Strong Buy,,
676,REGN,Regeneron Pharmaceuticals Inc. Common Stock,1,Strong Buy,,
677,FDX,FedEx Corporation Common Stock,1,Strong Buy,,
678,CME,CME Group Inc. Class A Common Stock,1,Buy,,
679,ICE,Intercontinental Exchange Inc. Common Stock,1,Strong Buy,,
680,DASH,DoorDash Inc. Class A Common Stock,1,Strong Buy,,
681,AON,Aon plc Class A Ordinary Shares (Ireland),1,Buy,,
682,ILMN,Illumina Inc. Common Stock,1,Strong Buy,,
683,WM,Waste Management Inc. Common Stock,1,Buy,,
684,CL,Colgate-Palmolive Company Common Stock,1,Strong Buy,,
685,ADI,Analog Devices Inc. Common Stock,1,Strong Buy,,
686,BSX,Boston Scientific Corporation Common Stock,1,Strong Buy,,
687,ECL,Ecolab Inc. Common Stock,1,Buy,,
688,ETN,Eaton Corporation PLC Ordinary Shares,1,Strong Buy,,
689,NSC,Norfolk Southern Corporation Common Stock,1,Strong Buy,,
690,ADSK,Autodesk Inc. Common Stock,1,Strong Buy,,
691,D,Dominion Energy Inc. Common Stock,1,Buy,,
692,APD,Air Products and Chemicals Inc. Common Stock,1,Buy,,
693,EMR,Emerson Electric Company Common Stock,1,Strong Buy,,
694,TWLO,Twilio Inc. Class A Common Stock,1,Buy,,
695,NOC,Northrop Grumman Corporation Common Stock,1,Buy,,
696,NXPI,NXP Semiconductors N.V. Common Stock,1,Strong Buy,,
697,IDXX,IDEXX Laboratories Inc. Common Stock,1,Strong Buy,,
698,ALGN,Align Technology Inc. Common Stock,1,Buy,,
699,KLAC,KLA Corporation Common Stock,1,Strong Buy,,
700,PSA,Public Storage Common Stock,1,Buy,,
701,GD,General Dynamics Corporation Common Stock,1,Strong Buy,,
702,PGR,Progressive Corporation (The) Common Stock,1,Strong Buy,,
703,JCI,Johnson Controls International plc Ordinary Share,1,Strong Buy,,
704,FCX,Freeport-McMoRan Inc. Common Stock,1,Strong Buy,,
705,DOCU,DocuSign Inc. Common Stock,1,Buy,,
706,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,1,Strong Buy,,
707,DXCM,DexCom Inc. Common Stock,1,Strong Buy,,
708,MSCI,MSCI Inc. Common Stock,1,Buy,,
709,MET,MetLife Inc. Common Stock,1,Strong Buy,,
710,CMG,Chipotle Mexican Grill Inc. Common Stock,1,Strong Buy,,
711,A,Agilent Technologies Inc. Common Stock,1,Buy,,
712,LULU,lululemon athletica inc. Common Stock,1,Buy,,
713,F,Ford Motor Company Common Stock,1,Buy,,
714,WDAY,Workday Inc. Class A Common Stock,1,Strong Buy,,
715,HUM,Humana Inc. Common Stock,1,Buy,,
716,MRVL,Marvell Technology Inc. Common Stock,1,Strong Buy,,
717,SNPS,Synopsys Inc. Common Stock,1,Strong Buy,,
718,DG,Dollar General Corporation Common Stock,1,Buy,,
719,MNST,Monster Beverage Corporation,1,Buy,,
720,KDP,Keurig Dr Pepper Inc. Common Stock,1,Strong Buy,,
721,ROP,Roper Technologies Inc. Common Stock,1,Strong Buy,,
722,EXC,Exelon Corporation Common Stock,1,Buy,,
723,IQV,IQVIA Holdings Inc. Common Stock,1,Strong Buy,,
724,FTNT,Fortinet Inc. Common Stock,1,Buy,,
725,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,1,Strong Buy,,
726,GPN,Global Payments Inc. Common Stock,1,Strong Buy,,
727,CARR,Carrier Global Corporation Common Stock ,1,Strong Buy,,
728,EBAY,eBay Inc. Common Stock,1,Buy,,
729,MAR,Marriott International Class A Common Stock,1,Buy,,
730,PANW,Palo Alto Networks Inc. Common Stock,1,Strong Buy,,
731,CDNS,Cadence Design Systems Inc. Common Stock,1,Strong Buy,,
732,AIG,American International Group Inc. New Common Stock,1,Strong Buy,,
733,KMB,Kimberly-Clark Corporation Common Stock,1,Buy,,
734,NEM,Newmont Corporation,1,Strong Buy,,
735,LHX,L3Harris Technologies Inc. Common Stock,1,Buy,,
736,APH,Amphenol Corporation Common Stock,1,Strong Buy,,
737,BK,The Bank of New York Mellon Corporation Common Stock,1,Strong Buy,,
738,DOW,Dow Inc. Common Stock ,1,Buy,,
739,BIIB,Biogen Inc. Common Stock,1,Strong Buy,,
740,MCHP,Microchip Technology Incorporated Common Stock,1,Strong Buy,,
741,TT,Trane Technologies plc,1,Buy,,
742,KHC,The Kraft Heinz Company Common Stock,1,Buy,,
743,DLR,Digital Realty Trust Inc. Common Stock,1,Strong Buy,,
744,MTCH,Match Group Inc. Common Stock,1,Strong Buy,,
745,EOG,EOG Resources Inc. Common Stock,1,Strong Buy,,
746,SPOT,Spotify Technology S.A. Ordinary Shares,1,Strong Buy,,
747,AEP,American Electric Power Company Inc. Common Stock,1,Buy,,
748,SRE,DBA Sempra Common Stock,1,Strong Buy,,
749,SPG,Simon Property Group Inc. Common Stock,1,Buy,,
750,RMD,ResMed Inc. Common Stock,1,Buy,,
751,BAX,Baxter International Inc. Common Stock,1,Buy,,
752,STZ,Constellation Brands Inc. Common Stock,1,Strong Buy,,
753,APTV,Aptiv PLC Ordinary Shares,1,Strong Buy,,
754,VEEV,Veeva Systems Inc. Class A Common Stock,1,Strong Buy,,
755,ORLY,O'Reilly Automotive Inc. Common Stock,1,Strong Buy,,
756,MSI,Motorola Solutions Inc. Common Stock,1,Strong Buy,,
757,CTAS,Cintas Corporation Common Stock,1,Buy,,
758,SLB,Schlumberger N.V. Common Stock,1,Strong Buy,,
759,ROKU,Roku Inc. Class A Common Stock,1,Buy,,
760,CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,1,Buy,,
761,ROST,Ross Stores Inc. Common Stock,1,Strong Buy,,
762,RSG,Republic Services Inc. Common Stock,1,Buy,,
763,NET,Cloudflare Inc. Class A Common Stock,1,Buy,,
764,TRV,The Travelers Companies Inc. Common Stock,1,Buy,,
765,SYY,Sysco Corporation Common Stock,1,Strong Buy,,
766,EA,Electronic Arts Inc. Common Stock,1,Buy,,
767,SBAC,SBA Communications Corporation Class A Common Stock,1,Strong Buy,,
768,ALL,Allstate Corporation (The) Common Stock,1,Strong Buy,,
769,OTIS,Otis Worldwide Corporation Common Stock ,1,Buy,,
770,MPC,Marathon Petroleum Corporation Common Stock,1,Strong Buy,,
771,YUM,Yum! Brands Inc.,1,Buy,,
772,KKR,KKR & Co. Inc. Common Stock,1,Strong Buy,,
773,PH,Parker-Hannifin Corporation Common Stock,1,Strong Buy,,
774,ZS,Zscaler Inc. Common Stock,1,Strong Buy,,
775,OKTA,Okta Inc. Class A Common Stock,1,Buy,,
776,U,Unity Software Inc. Common Stock,1,Buy,,
777,KMI,Kinder Morgan Inc. Common Stock,1,Buy,,
778,DFS,Discover Financial Services Common Stock,1,Buy,,
779,ROK,Rockwell Automation Inc. Common Stock,1,Buy,,
780,WELL,Welltower Inc. Common Stock,1,Strong Buy,,
781,HLT,Hilton Worldwide Holdings Inc. Common Stock ,1,Buy,,
782,DD,DuPont de Nemours Inc. Common Stock,1,Strong Buy,,
783,HSY,The Hershey Company Common Stock,1,Buy,,
784,IFF,International Flavors & Fragrances Inc. Common Stock,1,Buy,,
785,CNC,Centene Corporation Common Stock,1,Buy,,
786,PPG,PPG Industries Inc. Common Stock,1,Strong Buy,,
787,GIS,General Mills Inc. Common Stock,1,Buy,,
788,EPAM,EPAM Systems Inc. Common Stock,1,Buy,,
789,XEL,Xcel Energy Inc. Common Stock,1,Buy,,
790,CPRT,Copart Inc. (DE) Common Stock,1,Strong Buy,,
791,CSGP,CoStar Group Inc. Common Stock,1,Strong Buy,,
792,AZO,AutoZone Inc. Common Stock,1,Strong Buy,,
793,TDG,Transdigm Group Incorporated Common Stock,1,Strong Buy,,
794,ODFL,Old Dominion Freight Line Inc. Common Stock,1,Buy,,
795,CMI,Cummins Inc. Common Stock,1,Buy,,
796,PINS,Pinterest Inc. Class A Common Stock,1,Strong Buy,,
797,WST,West Pharmaceutical Services Inc. Common Stock,1,Strong Buy,,
798,DDOG,Datadog Inc. Class A Common Stock,1,Strong Buy,,
799,AWK,American Water Works Company Inc. Common Stock,1,Buy,,
800,MDB,MongoDB Inc. Class A Common Stock,1,Strong Buy,,
801,EFX,Equifax Inc. Common Stock,1,Strong Buy,,
802,KEYS,Keysight Technologies Inc. Common Stock,1,Strong Buy,,
803,VRSK,Verisk Analytics Inc. Common Stock,1,Buy,,
804,GLW,Corning Incorporated Common Stock,1,Strong Buy,,
805,NDAQ,Nasdaq Inc. Common Stock,1,Strong Buy,,
806,CBRE,CBRE Group Inc Common Stock Class A,1,Buy,,
807,ANSS,ANSYS Inc. Common Stock,1,Buy,,
808,MCK,McKesson Corporation Common Stock,1,Strong Buy,,
809,HPQ,HP Inc. Common Stock,1,Buy,,
810,NUE,Nucor Corporation Common Stock,1,Strong Buy,,
811,HUBS,HubSpot Inc. Common Stock,1,Strong Buy,,
812,PEG,Public Service Enterprise Group Incorporated Common Stock,1,Strong Buy,,
813,DHI,D.R. Horton Inc. Common Stock,1,Buy,,
814,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),1,Buy,,
815,LBRDA,Liberty Broadband Corporation Class A Common Stock,1,Strong Buy,,
816,LBRDK,Liberty Broadband Corporation Class C Common Stock,1,Strong Buy,,
817,CTVA,Corteva Inc. Common Stock ,1,Strong Buy,,
818,AVB,AvalonBay Communities Inc. Common Stock,1,Buy,,
819,WMB,Williams Companies Inc. (The) Common Stock,1,Buy,,
820,AJG,Arthur J. Gallagher & Co. Common Stock,1,Buy,,
821,ZBRA,Zebra Technologies Corporation Class A Common Stock,1,Strong Buy,,
822,AMP,Ameriprise Financial Inc. Common Stock,1,Buy,,
823,TTD,The Trade Desk Inc. Class A Common Stock,1,Strong Buy,,
824,KR,Kroger Company (The) Common Stock,1,Strong Buy,,
825,EQR,Equity Residential Common Shares of Beneficial Interest,1,Buy,,
826,ZBH,Zimmer Biomet Holdings Inc. Common Stock,1,Buy,,
827,AME,AMETEK Inc.,1,Strong Buy,,
828,ARE,Alexandria Real Estate Equities Inc. Common Stock,1,Buy,,
829,SWK,Stanley Black & Decker Inc. Common Stock,1,Buy,,
830,LEN,Lennar Corporation Class A Common Stock,1,Buy,,
831,STT,State Street Corporation Common Stock,1,Buy,,
832,ES,Eversource Energy (D/B/A) Common Stock,1,Buy,,
833,PCAR,PACCAR Inc. Common Stock,1,Buy,,
834,SWKS,Skyworks Solutions Inc. Common Stock,1,Buy,,
835,LVS,Las Vegas Sands Corp. Common Stock,1,Strong Buy,,
836,WEC,WEC Energy Group Inc. Common Stock,1,Buy,,
837,PSX,Phillips 66 Common Stock,1,Strong Buy,,
838,LH,Labcorp Holdings Inc. Common Stock,1,Strong Buy,,
839,LUV,Southwest Airlines Company Common Stock,1,Buy,,
840,PTON,Peloton Interactive Inc. Class A Common Stock,1,Buy,,
841,PAYC,Paycom Software Inc. Common Stock,1,Buy,,
842,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,1,Strong Buy,,
843,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,1,Strong Buy,,
