,Symbol,Name,Buy,Analyst
1108,BPOP,Popular Inc. Common Stock,1,Strong Buy
1109,BPTH,Bio-Path Holdings Inc. Common Stock,1,Strong Buy
1110,BRAG,Bragg Gaming Group Inc. Common Shares,1,Strong Buy
1111,BRFH,Barfresh Food Group Inc. Common Stock,1,Strong Buy
1112,BRKR,Bruker Corporation Common Stock,1,Strong Buy
1113,BRNS,Barinthus Biotherapeutics plc American Depositary Shares,1,Strong Buy
1114,BRTX,BioRestorative Therapies Inc. Common Stock (NV),1,Strong Buy
1115,BRZE,Braze Inc. Class A Common Stock,1,Strong Buy
1116,BSY,Bentley Systems Incorporated Class B Common Stock,1,Strong Buy
1117,BTBT,Bit Digital Inc. Ordinary Shares,1,Strong Buy
1118,BTCS,BTCS Inc. Common Stock,1,Strong Buy
1119,BTCT,BTC Digital Ltd. Ordinary Shares,1,Strong Buy
1120,BTDR,Bitdeer Technologies Group Class A Ordinary Shares,1,Strong Buy
1121,BTM,Bitcoin Depot Inc. Class A Common Stock,1,Strong Buy
1122,BTMD,Biote Corp. Class A Common Stock,1,Strong Buy
1123,BTSG,BrightSpring Health Services Inc. Common Stock,1,Strong Buy
1124,BUSE,First Busey Corporation Class A Common Stock,1,Strong Buy
1125,BWAY,BrainsWay Ltd. American Depositary Shares,1,Strong Buy
1126,BWB,Bridgewater Bancshares Inc. Common Stock,1,Strong Buy
1127,BWEN,Broadwind Inc. Common Stock,1,Strong Buy
1128,BWMN,Bowman Consulting Group Ltd. Common Stock,1,Strong Buy
1129,BYRN,Byrna Technologies Inc. Common Stock,1,Strong Buy
1130,BZ,KANZHUN LIMITED American Depository Shares,1,Strong Buy
1131,BZFD,BuzzFeed Inc. Class A Common Stock,1,Strong Buy
1132,BZUN,Baozun Inc. American Depositary Shares,1,Strong Buy
1133,CABA,Cabaletta Bio Inc. Common Stock,1,Strong Buy
1134,CADL,Candel Therapeutics Inc. Common Stock,1,Strong Buy
1135,CALC,CalciMedica Inc. Common Stock,1,Strong Buy
1136,CAMT,Camtek Ltd. Ordinary Shares,1,Strong Buy
1137,CAN,Canaan Inc. American Depositary Shares,1,Strong Buy
1138,CAPR,Capricor Therapeutics Inc. Common Stock,1,Strong Buy
1139,CAR,Avis Budget Group Inc. Common Stock,1,Strong Buy
1140,CARE,Carter Bankshares Inc. Common Stock,1,Strong Buy
1141,CARG,CarGurus Inc. Class A Common Stock ,1,Strong Buy
1142,CARM,Carisma Therapeutics Inc. Common Stock,1,Strong Buy
1143,CART,Maplebear Inc. Common Stock,1,Strong Buy
1144,CASI,CASI Pharmaceuticals Inc. Ordinary Shares,1,Strong Buy
1145,CASS,Cass Information Systems Inc Common Stock,1,Strong Buy
1146,CASY,Casey's General Stores Inc. Common Stock,1,Strong Buy
1147,CBNK,Capital Bancorp Inc. Common Stock,1,Strong Buy
1148,CBUS,Cibus Inc. Class A Common Stock,1,Strong Buy
1149,CCAP,Crescent Capital BDC Inc. Common stock,1,Strong Buy
1150,CCB,Coastal Financial Corporation Common Stock,1,Strong Buy
1151,CCCC,C4 Therapeutics Inc. Common Stock,1,Strong Buy
1152,CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,1,Strong Buy
1153,CCEC,Capital Clean Energy Carriers Corp. Common Share,1,Strong Buy
1154,CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,1,Strong Buy
1155,CCLD,CareCloud Inc. Common Stock,1,Strong Buy
1156,CDIO,Cardio Diagnostics Holdings Inc. Common stock,1,Strong Buy
1157,CDMO,Avid Bioservices Inc. Common Stock,1,Strong Buy
1158,CDNS,Cadence Design Systems Inc. Common Stock,1,Strong Buy
1159,CDRO,Codere Online Luxembourg S.A. Ordinary Shares,1,Strong Buy
1160,CDT,Conduit Pharmaceuticals Inc. Common Stock,1,Strong Buy
1161,CDTX,Cidara Therapeutics Inc. Common Stock,1,Strong Buy
1162,CDW,CDW Corporation Common Stock,1,Strong Buy
1163,CDXC,ChromaDex Corporation Common Stock,1,Strong Buy
1164,CDXS,Codexis Inc. Common Stock,1,Strong Buy
1165,CDZI,CADIZ Inc. Common Stock,1,Strong Buy
1166,CECO,CECO Environmental Corp. Common Stock,1,Strong Buy
1167,CEG,Constellation Energy Corporation Common Stock ,1,Strong Buy
1168,CELC,Celcuity Inc. Common Stock,1,Strong Buy
1169,CELH,Celsius Holdings Inc. Common Stock,1,Strong Buy
1170,CELU,Celularity Inc. Class A Common Stock,1,Strong Buy
1171,CELZ,Creative Medical Technology Holdings Inc. Common Stock,1,Strong Buy
1172,CENT,Central Garden & Pet Company Common Stock,1,Strong Buy
1173,CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,1,Strong Buy
1174,CERS,Cerus Corporation Common Stock,1,Strong Buy
1175,CEVA,CEVA Inc. Common Stock,1,Strong Buy
1176,CFB,CrossFirst Bankshares Inc. Common Stock,1,Strong Buy
1177,CFLT,Confluent Inc. Class A Common Stock,1,Strong Buy
1178,CGEM,Cullinan Therapeutics Inc. Common Stock,1,Strong Buy
1179,CGEN,Compugen Ltd. Ordinary Shares,1,Strong Buy
1180,CGON,CG Oncology Inc. Common stock,1,Strong Buy
1181,CGTX,Cognition Therapeutics Inc. Common Stock,1,Strong Buy
1182,CHDN,Churchill Downs Incorporated Common Stock,1,Strong Buy
1183,CHEF,The Chefs' Warehouse Inc. Common Stock,1,Strong Buy
1184,CHRD,Chord Energy Corporation Common Stock,1,Strong Buy
1185,CHRS,Coherus BioSciences Inc. Common Stock,1,Strong Buy
1186,CHX,ChampionX Corporation Common Stock ,1,Strong Buy
1187,CIFR,Cipher Mining Inc. Common Stock,1,Strong Buy
1188,CIGI,Colliers International Group Inc. Subordinate Voting Shares,1,Strong Buy
1189,CKPT,Checkpoint Therapeutics Inc. Common Stock,1,Strong Buy
1190,CLAR,Clarus Corporation Common Stock,1,Strong Buy
1191,CLBT,Cellebrite DI Ltd. Ordinary Shares,1,Strong Buy
1192,CLDX,Celldex Therapeutics Inc.,1,Strong Buy
1193,CLFD,Clearfield Inc. Common Stock,1,Strong Buy
1194,CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,1,Strong Buy
1195,CLIR,ClearSign Technologies Corporation Common Stock (DE),1,Strong Buy
1196,CLLS,Cellectis S.A. American Depositary Shares,1,Strong Buy
1197,CLMB,Climb Global Solutions Inc. Common Stock,1,Strong Buy
1198,CLMT,Calumet Inc. Common Stock,1,Strong Buy
1199,CLNE,Clean Energy Fuels Corp. Common Stock,1,Strong Buy
1200,CLNN,Clene Inc. Common Stock,1,Strong Buy
1201,CLPT,ClearPoint Neuro Inc. Common Stock,1,Strong Buy
1202,CLRB,Cellectar Biosciences Inc.  Common Stock,1,Strong Buy
1203,CLSD,Clearside Biomedical Inc. Common Stock,1,Strong Buy
1204,CLSK,CleanSpark Inc. Common Stock,1,Strong Buy
1205,CMBM,Cambium Networks Corporation Ordinary Shares,1,Strong Buy
1206,CMCO,Columbus McKinnon Corporation Common Stock,1,Strong Buy
1207,CMCSA,Comcast Corporation Class A Common Stock,1,Strong Buy
1208,CMMB,Chemomab Therapeutics Ltd. American Depositary Share,1,Strong Buy
1209,CMPO,CompoSecure Inc. Class A Common Stock,1,Strong Buy
1210,CMPR,Cimpress plc Ordinary Shares (Ireland),1,Strong Buy
1211,CMPS,COMPASS Pathways Plc American Depository Shares,1,Strong Buy
1212,CMPX,Compass Therapeutics Inc. Common Stock,1,Strong Buy
1213,CMRX,Chimerix Inc. Common Stock,1,Strong Buy
1214,CNDT,Conduent Incorporated Common Stock ,1,Strong Buy
1215,CNOB,ConnectOne Bancorp Inc. Common Stock,1,Strong Buy
1216,CNSP,CNS Pharmaceuticals Inc. Common Stock,1,Strong Buy
1217,CNTA,Centessa Pharmaceuticals plc American Depositary Shares,1,Strong Buy
1218,CNTB,Connect Biopharma Holdings Limited American Depositary Shares,1,Strong Buy
1219,CNTX,Context Therapeutics Inc. Common Stock,1,Strong Buy
1220,CNTY,Century Casinos Inc. Common Stock,1,Strong Buy
1221,CNXC,Concentrix Corporation Common Stock,1,Strong Buy
1222,COCH,Envoy Medical Inc. Class A Common Stock,1,Strong Buy
1223,COCO,The Vita Coco Company Inc. Common Stock,1,Strong Buy
1224,COCP,Cocrystal Pharma Inc. Common Stock,1,Strong Buy
1225,COGT,Cogent Biosciences Inc. Common Stock,1,Strong Buy
1226,COLL,Collegium Pharmaceutical Inc. Common Stock,1,Strong Buy
1227,COO,The Cooper Companies Inc. Common Stock,1,Strong Buy
1228,COOP,Mr. Cooper Group Inc. Common Stock,1,Strong Buy
1229,CORT,Corcept Therapeutics Incorporated Common Stock,1,Strong Buy
1230,CORZ,Core Scientific Inc. Common Stock,1,Strong Buy
1231,COST,Costco Wholesale Corporation Common Stock,1,Strong Buy
1232,COYA,Coya Therapeutics Inc. Common Stock,1,Strong Buy
1233,CPRT,Copart Inc. (DE) Common Stock,1,Strong Buy
1234,CPRX,Catalyst Pharmaceuticals Inc. Common Stock,1,Strong Buy
1235,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,1,Strong Buy
1236,CRBU,Caribou Biosciences Inc. Common Stock,1,Strong Buy
1237,CRDF,Cardiff Oncology Inc. Common Stock,1,Strong Buy
1238,CRDL,Cardiol Therapeutics Inc. Class A Common Shares,1,Strong Buy
1239,CRDO,Credo Technology Group Holding Ltd Ordinary Shares,1,Strong Buy
1240,CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,1,Strong Buy
1241,CREV,Carbon Revolution Public Limited Ordinary Shares,1,Strong Buy
1242,CREX,Creative Realities Inc. Common Stock,1,Strong Buy
1243,CRGO,Freightos Limited Ordinary shares,1,Strong Buy
1244,CRGX,CARGO Therapeutics Inc. Common Stock,1,Strong Buy
1245,CRIS,Curis Inc. Common Stock,1,Strong Buy
1246,CRMD,CorMedix Inc. Common Stock,1,Strong Buy
1247,CRNT,Ceragon Networks Ltd. Ordinary Shares,1,Strong Buy
1248,CRNX,Crinetics Pharmaceuticals Inc. Common Stock,1,Strong Buy
1249,CROX,Crocs Inc. Common Stock,1,Strong Buy
1250,CRSR,Corsair Gaming Inc. Common Stock,1,Strong Buy
1251,CRTO,Criteo S.A. American Depositary Shares,1,Strong Buy
1252,CRUS,Cirrus Logic Inc. Common Stock,1,Strong Buy
1253,CRVO,CervoMed Inc. Common Stock,1,Strong Buy
1254,CRVS,Corvus Pharmaceuticals Inc. Common Stock,1,Strong Buy
1255,CRWD,CrowdStrike Holdings Inc. Class A Common Stock,1,Strong Buy
1256,CSBR,Champions Oncology Inc. Common Stock,1,Strong Buy
1257,CSGP,CoStar Group Inc. Common Stock,1,Strong Buy
1258,CSGS,CSG Systems International Inc. Common Stock,1,Strong Buy
1259,CSLR,Complete Solaria Inc. Common Stock,1,Strong Buy
1260,CSTE,Caesarstone Ltd. Ordinary Shares,1,Strong Buy
1261,CSTL,Castle Biosciences Inc. Common Stock,1,Strong Buy
1262,CSX,CSX Corporation Common Stock,1,Strong Buy
1263,CTKB,Cytek Biosciences Inc. Common Stock,1,Strong Buy
1264,CTLP,Cantaloupe Inc. Common Stock,1,Strong Buy
1265,CTMX,CytomX Therapeutics Inc. Common Stock,1,Strong Buy
1266,CTNM,Contineum Therapeutics Inc. Class A Common Stock,1,Strong Buy
1267,CTRN,Citi Trends Inc. Common Stock,1,Strong Buy
1268,CTSO,Cytosorbents Corporation Common Stock,1,Strong Buy
1269,CTXR,Citius Pharmaceuticals Inc. Common Stock,1,Strong Buy
1270,CUE,Cue Biopharma Inc. Common Stock,1,Strong Buy
1271,CVCO,Cavco Industries Inc. Common Stock When Issued,1,Strong Buy
1272,CVGI,Commercial Vehicle Group Inc. Common Stock,1,Strong Buy
1273,CVKD,Cadrenal Therapeutics Inc. Common Stock,1,Strong Buy
1274,CVRX,CVRx Inc. Common Stock,1,Strong Buy
1275,CWBC,Community West Bancshares Common Stock,1,Strong Buy
1276,CWCO,Consolidated Water Co. Ltd. Ordinary Shares,1,Strong Buy
1277,CWST,Casella Waste Systems Inc. Class A Common Stock,1,Strong Buy
1278,CXAI,CXApp Inc. Class A Common Stock,1,Strong Buy
1279,CXDO,Crexendo Inc. Common Stock,1,Strong Buy
1280,CYBR,CyberArk Software Ltd. Ordinary Shares,1,Strong Buy
1281,CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,1,Strong Buy
1282,CYN,Cyngn Inc. Common Stock,1,Strong Buy
1283,CYTK,Cytokinetics Incorporated Common Stock,1,Strong Buy
1284,CZFS,Citizens Financial Services Inc. Common Stock,1,Strong Buy
1285,CZR,Caesars Entertainment Inc. Common Stock,1,Strong Buy
1286,CZWI,Citizens Community Bancorp Inc. Common Stock,1,Strong Buy
1287,DAIO,Data I/O Corporation Common Stock,1,Strong Buy
1288,DAKT,Daktronics Inc. Common Stock,1,Strong Buy
1289,DARE,Dare Bioscience Inc. Common Stock,1,Strong Buy
1290,DASH,DoorDash Inc. Class A Common Stock,1,Strong Buy
1291,DAVE,Dave Inc. Class A Common Stock,1,Strong Buy
1292,DAWN,Day One Biopharmaceuticals Inc. Common Stock,1,Strong Buy
1293,DCBO,Docebo Inc. Common Shares,1,Strong Buy
1294,DCGO,DocGo Inc. Common Stock,1,Strong Buy
1295,DCTH,Delcath Systems Inc. Common Stock,1,Strong Buy
1296,DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,1,Strong Buy
1297,DDOG,Datadog Inc. Class A Common Stock,1,Strong Buy
1298,DERM,Journey Medical Corporation Common Stock,1,Strong Buy
1299,DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),1,Strong Buy
1300,DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,1,Strong Buy
1301,DGII,Digi International Inc. Common Stock,1,Strong Buy
1302,DGLY,Digital Ally Inc. Common Stock,1,Strong Buy
1303,DIBS,1stdibs.com Inc. Common Stock,1,Strong Buy
1304,DKNG,DraftKings Inc. Class A Common Stock,1,Strong Buy
1305,DLHC,DLH Holdings Corp.,1,Strong Buy
1306,DLPN,Dolphin Entertainment Inc. Common Stock,1,Strong Buy
1307,DMAC,DiaMedica Therapeutics Inc. Common Stock,1,Strong Buy
1308,DNLI,Denali Therapeutics Inc. Common Stock,1,Strong Buy
1309,DNTH,Dianthus Therapeutics Inc. Common Stock,1,Strong Buy
1310,DNUT,Krispy Kreme Inc. Common Stock,1,Strong Buy
1311,DORM,Dorman Products Inc. Common Stock,1,Strong Buy
1312,DOX,Amdocs Limited Ordinary Shares,1,Strong Buy
1313,DPRO,Draganfly Inc. Common Shares,1,Strong Buy
1314,DRCT,Direct Digital Holdings Inc. Class A Common Stock,1,Strong Buy
1315,DRIO,DarioHealth Corp. Common Stock,1,Strong Buy
1316,DRMA,Dermata Therapeutics Inc. Common Stock,1,Strong Buy
1317,DRRX,DURECT Corporation Common Stock,1,Strong Buy
1318,DRTS,Alpha Tau Medical Ltd. Ordinary Shares,1,Strong Buy
1319,DRVN,Driven Brands Holdings Inc. Common Stock,1,Strong Buy
1320,DSGR,Distribution Solutions Group Inc. Common Stock,1,Strong Buy
1321,DSGX,Descartes Systems Group Inc. (The) Common Stock,1,Strong Buy
1322,DSP,Viant Technology Inc. Class A Common Stock,1,Strong Buy
1323,DTIL,Precision BioSciences Inc. Common Stock,1,Strong Buy
1324,DTST,Data Storage Corporation Common Stock,1,Strong Buy
1325,DUOL,Duolingo Inc. Class A Common Stock,1,Strong Buy
1326,DUOT,Duos Technologies Group Inc. Common Stock,1,Strong Buy
1327,DVAX,Dynavax Technologies Corporation Common Stock,1,Strong Buy
1328,DXCM,DexCom Inc. Common Stock,1,Strong Buy
1329,DXPE,DXP Enterprises Inc. Common Stock,1,Strong Buy
1330,DXR,Daxor Corporation Common Stock,1,Strong Buy
1331,DYAI,Dyadic International Inc. Common Stock,1,Strong Buy
1332,DYN,Dyne Therapeutics Inc. Common Stock,1,Strong Buy
1333,EAST,Eastside Distilling Inc. Common Stock,1,Strong Buy
1334,ECDA,ECD Automotive Design Inc. Common Stock,1,Strong Buy
1335,ECOR,electroCore Inc. Common Stock,1,Strong Buy
1336,ECPG,Encore Capital Group Inc Common Stock,1,Strong Buy
1337,ECX,ECARX Holdings Inc. Class A Ordinary shares,1,Strong Buy
1338,EDAP,EDAP TMS S.A. American Depositary Shares,1,Strong Buy
1339,EDBL,Edible Garden AG Incorporated Common Stock,1,Strong Buy
1340,EDRY,EuroDry Ltd. Common Shares ,1,Strong Buy
1341,EDSA,Edesa Biotech Inc. Common Shares,1,Strong Buy
1342,EEFT,Euronet Worldwide Inc. Common Stock,1,Strong Buy
1343,EFSC,Enterprise Financial Services Corporation Common Stock,1,Strong Buy
1344,EH,EHang Holdings Limited ADS,1,Strong Buy
1345,EKSO,Ekso Bionics Holdings Inc. Common Stock,1,Strong Buy
1346,ELBM,Electra Battery Materials Corporation Common Stock,1,Strong Buy
1347,ELDN,Eledon Pharmaceuticals Inc. Common Stock,1,Strong Buy
1348,ELEV,Elevation Oncology Inc. Common stock,1,Strong Buy
1349,ELUT,Elutia Inc. Class A Common Stock,1,Strong Buy
1350,ELVA,Electrovaya Inc. Common Shares,1,Strong Buy
1351,ELVN,Enliven Therapeutics Inc. Common Stock,1,Strong Buy
1352,ENGN,enGene Holdings Inc. Common Stock,1,Strong Buy
1353,ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1,Strong Buy
1354,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,1,Strong Buy
1355,ENSG,The Ensign Group Inc. Common Stock,1,Strong Buy
1356,ENTG,Entegris Inc. Common Stock,1,Strong Buy
1357,ENTO,Entero Therapeutics Inc. Common Stock,1,Strong Buy
1358,ENTX,Entera Bio Ltd. Ordinary Shares,1,Strong Buy
1359,ENVB,Enveric Biosciences Inc. Common Stock,1,Strong Buy
1360,ENVX,Enovix Corporation Common Stock,1,Strong Buy
1361,EOLS,Evolus Inc. Common Stock,1,Strong Buy
1362,EOSE,Eos Energy Enterprises Inc. Class A Common Stock,1,Strong Buy
1363,EPIX,ESSA Pharma Inc. Common Stock,1,Strong Buy
1364,EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,1,Strong Buy
1365,EPSN,Epsilon Energy Ltd. Common Share,1,Strong Buy
1366,EQ,Equillium Inc. Common Stock,1,Strong Buy
1367,EQIX,Equinix Inc. Common Stock REIT,1,Strong Buy
1368,ERAS,Erasca Inc. Common Stock,1,Strong Buy
1369,ERII,Energy Recovery Inc. Common Stock,1,Strong Buy
1370,ESCA,Escalade Incorporated Common Stock,1,Strong Buy
1371,ESEA,Euroseas Ltd. Common Stock (Marshall Islands),1,Strong Buy
1372,ESOA,Energy Services of America Corporation Common Stock,1,Strong Buy
1373,ESPR,Esperion Therapeutics Inc. Common Stock,1,Strong Buy
1374,ESQ,Esquire Financial Holdings Inc. Common Stock,1,Strong Buy
1375,ESTA,Establishment Labs Holdings Inc. Common Shares,1,Strong Buy
1376,ETNB,89bio Inc. Common Stock,1,Strong Buy
1377,ETON,Eton Pharmaceuticals Inc. Common Stock,1,Strong Buy
1378,EU,enCore Energy Corp. Common Shares,1,Strong Buy
1379,EVAX,Evaxion Biotech A/S American Depositary Share,1,Strong Buy
1380,EVER,EverQuote Inc. Class A Common Stock,1,Strong Buy
1381,EVGN,Evogene Ltd Ordinary Shares,1,Strong Buy
1382,EVGO,EVgo Inc. Class A Common Stock,1,Strong Buy
1383,EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,1,Strong Buy
1384,EWBC,East West Bancorp Inc. Common Stock,1,Strong Buy
1385,EWCZ,European Wax Center Inc. Class A Common Stock,1,Strong Buy
1386,EWTX,Edgewise Therapeutics Inc. Common Stock,1,Strong Buy
1387,EXAS,Exact Sciences Corporation Common Stock,1,Strong Buy
1388,EXE,Expand Energy Corporation Common Stock,1,Strong Buy
1389,EXEL,Exelixis Inc. Common Stock,1,Strong Buy
1390,EXFY,Expensify Inc. Class A Common Stock,1,Strong Buy
1391,EXLS,ExlService Holdings Inc. Common Stock,1,Strong Buy
1392,EYEN,Eyenovia Inc. Common Stock,1,Strong Buy
1393,EYPT,EyePoint Pharmaceuticals Inc. Common Stock,1,Strong Buy
1394,EZPW,EZCORP Inc. Class A Non Voting Common Stock,1,Strong Buy
1395,FA,First Advantage Corporation Common Stock,1,Strong Buy
1396,FANG,Diamondback Energy Inc. Common Stock,1,Strong Buy
1397,FARM,Farmer Brothers Company Common Stock,1,Strong Buy
1398,FARO,FARO Technologies Inc. Common Stock,1,Strong Buy
1399,FAT,FAT Brands Inc. Class A Common Stock,1,Strong Buy
1400,FBIO,Fortress Biotech Inc. Common Stock,1,Strong Buy
1401,FBIZ,First Business Financial Services Inc. Common Stock,1,Strong Buy
1402,FBLG,FibroBiologics Inc. Common Stock,1,Strong Buy
1403,FBRX,Forte Biosciences Inc. Common Stock,1,Strong Buy
1404,FCFS,FirstCash Holdings Inc. Common Stock,1,Strong Buy
1405,FDMT,4D Molecular Therapeutics Inc. Common Stock,1,Strong Buy
1406,FEMY,Femasys Inc. Common Stock,1,Strong Buy
1407,FENC,Fennec Pharmaceuticals Inc. Common Stock,1,Strong Buy
1408,FER,Ferrovial SE Ordinary Shares,1,Strong Buy
1409,FGI,FGI Industries Ltd. Ordinary Shares,1,Strong Buy
1410,FHTX,Foghorn Therapeutics Inc. Common Stock,1,Strong Buy
1411,FINW,FinWise Bancorp Common Stock,1,Strong Buy
1412,FIP,FTAI Infrastructure Inc. Common Stock ,1,Strong Buy
1413,FITB,Fifth Third Bancorp Common Stock,1,Strong Buy
1414,FIVN,Five9 Inc. Common Stock,1,Strong Buy
1415,FLEX,Flex Ltd. Ordinary Shares,1,Strong Buy
1416,FLGC,Flora Growth Corp. Common Stock,1,Strong Buy
1417,FLL,Full House Resorts Inc. Common Stock,1,Strong Buy
1418,FLNC,Fluence Energy Inc. Class A Common Stock,1,Strong Buy
1419,FLUX,Flux Power Holdings Inc. Common Stock,1,Strong Buy
1420,FLWS,1-800-FLOWERS.COM Inc. Common Stock,1,Strong Buy
1421,FLYW,Flywire Corporation Voting Common Stock,1,Strong Buy
1422,FMBH,First Mid Bancshares Inc. Common Stock,1,Strong Buy
1423,FNWD,Finward Bancorp Common Stock,1,Strong Buy
1424,FOLD,Amicus Therapeutics Inc. Common Stock,1,Strong Buy
1425,FORA,Forian Inc. Common Stock,1,Strong Buy
1426,FPAY,FlexShopper Inc. Common Stock,1,Strong Buy
1427,FRBA,First Bank Common Stock,1,Strong Buy
1428,FRES,Fresh2 Group Limited American Depositary Shares,1,Strong Buy
1429,FROG,JFrog Ltd. Ordinary Shares,1,Strong Buy
1430,FRPT,Freshpet Inc. Common Stock,1,Strong Buy
1431,FRSH,Freshworks Inc. Class A Common Stock,1,Strong Buy
1432,FRST,Primis Financial Corp. Common Stock,1,Strong Buy
1433,FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,1,Strong Buy
1434,FRZA,Forza X1 Inc. Common Stock,1,Strong Buy
1435,FSBC,Five Star Bancorp Common Stock,1,Strong Buy
1436,FSFG,First Savings Financial Group Inc. Common Stock,1,Strong Buy
1437,FSLR,First Solar Inc. Common Stock,1,Strong Buy
1438,FTAI,FTAI Aviation Ltd. Common Stock,1,Strong Buy
1439,FTEK,Fuel Tech Inc. Common Stock,1,Strong Buy
1440,FTHM,Fathom Holdings Inc. Common Stock,1,Strong Buy
1441,FTLF,FitLife Brands Inc. Common Stock,1,Strong Buy
1442,FUTU,Futu Holdings Limited American Depositary Shares,1,Strong Buy
1443,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,1,Strong Buy
1444,FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,1,Strong Buy
1445,FWRG,First Watch Restaurant Group Inc. Common Stock,1,Strong Buy
1446,FXNC,First National Corporation Common Stock,1,Strong Buy
1447,FYBR,Frontier Communications Parent Inc. Common Stock,1,Strong Buy
1448,GALT,Galectin Therapeutics Inc. Common Stock,1,Strong Buy
1449,GAMB,Gambling.com Group Limited Ordinary Shares,1,Strong Buy
1450,GAME,GameSquare Holdings Inc. Common Stock,1,Strong Buy
1451,GANX,Gain Therapeutics Inc. Common Stock,1,Strong Buy
1452,GASS,StealthGas Inc. Common Stock,1,Strong Buy
1453,GAUZ,Gauzy Ltd. Ordinary Shares,1,Strong Buy
1454,GCT,GigaCloud Technology Inc Class A Ordinary Shares,1,Strong Buy
1455,GDEN,Golden Entertainment Inc. Common Stock,1,Strong Buy
1456,GDRX,GoodRx Holdings Inc. Class A Common Stock,1,Strong Buy
1457,GDS,GDS Holdings Limited ADS,1,Strong Buy
1458,GDTC,CytoMed Therapeutics Limited Ordinary Shares,1,Strong Buy
1459,GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,1,Strong Buy
1460,GEHC,GE HealthCare Technologies Inc. Common Stock ,1,Strong Buy
1461,GENK,GEN Restaurant Group Inc. Class A Common Stock,1,Strong Buy
1462,GERN,Geron Corporation Common Stock,1,Strong Buy
1463,GFAI,Guardforce AI Co. Limited Ordinary Shares,1,Strong Buy
1464,GFS,GlobalFoundries Inc. Ordinary Shares,1,Strong Buy
1465,GH,Guardant Health Inc. Common Stock,1,Strong Buy
1466,GHRS,GH Research PLC Ordinary Shares,1,Strong Buy
1467,GILT,Gilat Satellite Networks Ltd. Ordinary Shares,1,Strong Buy
1468,GLBE,Global-E Online Ltd. Ordinary Shares,1,Strong Buy
1469,GLBS,Globus Maritime Limited Common Stock,1,Strong Buy
1470,GLDD,Great Lakes Dredge & Dock Corporation Common Stock,1,Strong Buy
1471,GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,1,Strong Buy
1472,GLNG,Golar Lng Ltd,1,Strong Buy
1473,GLSI,Greenwich LifeSciences Inc. Common Stock,1,Strong Buy
1474,GLUE,Monte Rosa Therapeutics Inc. Common Stock,1,Strong Buy
1475,GNFT,GENFIT S.A. American Depositary Shares,1,Strong Buy
1476,GNLX,Genelux Corporation Common Stock,1,Strong Buy
1477,GNPX,Genprex Inc. Common Stock,1,Strong Buy
1478,GNSS,Genasys Inc. Common Stock,1,Strong Buy
1479,GNTA,Genenta Science S.p.A. American Depositary Shares,1,Strong Buy
1480,GOCO,GoHealth Inc. Class A Common Stock,1,Strong Buy
1481,GOEV,Canoo Inc. Class A Common Stock,1,Strong Buy
1482,GOOG,Alphabet Inc. Class C Capital Stock,1,Strong Buy
1483,GOOGL,Alphabet Inc. Class A Common Stock,1,Strong Buy
1484,GOSS,Gossamer Bio Inc. Common Stock,1,Strong Buy
1485,GOVX,GeoVax Labs Inc. Common Stock,1,Strong Buy
1486,GP,GreenPower Motor Company Inc. Common Shares,1,Strong Buy
1487,GPCR,Structure Therapeutics Inc. American Depositary Shares,1,Strong Buy
1488,GPRE,Green Plains Inc. Common Stock,1,Strong Buy
1489,GRAB,Grab Holdings Limited Class A Ordinary Shares,1,Strong Buy
1490,GREE,Greenidge Generation Holdings Inc. Class A Common Stock,1,Strong Buy
1491,GRRR,Gorilla Technology Group Inc. Ordinary shares,1,Strong Buy
1492,GSM,Ferroglobe PLC Ordinary Shares,1,Strong Buy
1493,GTEC,Greenland Technologies Holding Corporation Ordinary Shares,1,Strong Buy
1494,GTLB,GitLab Inc. Class A Common Stock,1,Strong Buy
1495,GUTS,Fractyl Health Inc. Common Stock,1,Strong Buy
1496,GWRS,Global Water Resources Inc. Common Stock,1,Strong Buy
1497,HALO,Halozyme Therapeutics Inc. Common Stock,1,Strong Buy
1498,HAS,Hasbro Inc. Common Stock,1,Strong Buy
1499,HBIO,Harvard Bioscience Inc. Common Stock,1,Strong Buy
1500,HCAT,Health Catalyst Inc Common Stock,1,Strong Buy
1501,HCKT,Hackett Group Inc (The). Common Stock,1,Strong Buy
